word_id,day_no,word_no,word
236,8,26,gauge
237,8,27,occasional
238,8,28,interrupt
239,8,29,circuit
240,8,30,flat
241,9,1,periodical
242,9,2,intricate
243,9,3,flatten
244,9,4,altogether
245,9,5,trap
246,9,6,occupational
247,9,7,coin
248,9,8,demanding
249,9,9,remarkable
250,9,10,seize
251,9,11,initiative
252,9,12,appraisal
253,9,13,exploit
254,9,14,extract
255,9,15,afflict
256,9,16,damp
257,9,17,figure
258,9,18,provision
259,9,19,colonise
260,9,20,hazard
261,9,21,transmit
262,9,22,entail
263,9,23,locate
264,9,24,agriculture
265,9,25,endorse
266,9,26,evidence
267,9,27,appropriate
268,9,28,confidential
269,9,29,conclusively
270,9,30,rather
271,10,1,reconcile
272,10,2,belong
273,10,3,parasite
274,10,4,blame
275,10,5,migration
276,10,6,thwart
277,10,7,coincide
278,10,8,exposure
279,10,9,thereby
280,10,10,creature
281,10,11,race
282,10,12,inevitable
283,10,13,designed
284,10,14,legitimate
285,10,15,reliable
286,10,16,conscious
287,10,17,concern
288,10,18,irreversible
289,10,19,artefact
290,10,20,confinement
291,10,21,attempt
292,10,22,encourage
293,10,23,cell
294,10,24,lower
295,10,25,challenging
296,10,26,conviction
297,10,27,educated
298,10,28,accurate
299,10,29,corridor
300,10,30,mass
301,11,1,extinct
302,11,2,particular
303,11,3,occur
304,11,4,extent
305,11,5,govern
306,11,6,reasoning
307,11,7,resemble
308,11,8,recognition
309,11,9,enhance
310,11,10,famine
311,11,11,storey
312,11,12,aim
313,11,13,venue
314,11,14,exceed
315,11,15,breakthough
316,11,16,competitive
317,11,17,whilst
318,11,18,embark
319,11,19,archive
320,11,20,plot
321,11,21,core
322,11,22,retrangemnet
323,11,23,dominent
324,11,24,obligation
325,11,25,ideal
326,11,26,oblivious
327,11,27,context
328,11,28,matter
329,11,29,inextricably
330,11,30,reel
331,12,1,envy
332,12,2,reptile
333,12,3,distorted
334,12,4,widespread
335,12,5,succeed
336,12,6,frighten
337,12,7,marked
338,12,8,properly
339,12,9,revelation
340,12,10,prevailing
341,12,11,feature
342,12,12,loan
343,12,13,avoid
344,12,14,originate
345,12,15,command
346,12,16,extremely
347,12,17,qualified
348,12,18,concrete
349,12,19,compromise
350,12,20,lack
351,12,21,considerable
352,12,22,refer
353,12,23,obey
354,12,24,possess
355,12,25,ordinary
356,12,26,prompt
357,12,27,accuse
358,12,28,invasion
359,12,29,refuse
360,12,30,so that
361,13,1,authentic
362,13,2,carved
363,13,3,relate
364,13,4,rodent
365,13,5,alter
366,13,6,individual
367,13,7,outrageous
368,13,8,intensive
369,13,9,occupy
370,13,10,probable
371,13,11,fertile
372,13,12,apprentice
373,13,13,significant
374,13,14,settle
375,13,15,mundane
376,13,16,appointment
377,13,17,largely
378,13,18,revise
379,13,19,catastrophic
380,13,20,afraid
381,13,21,plough
382,13,22,substance
383,13,23,drought
384,13,24,insular
385,13,25,consistent
386,13,26,profitable
387,13,27,depiction
388,13,28,incongruity
389,13,29,distressing
390,13,30,strand
391,14,1,attitude
392,14,2,strike
393,14,3,disturb
394,14,4,pervasive
395,14,5,insect
396,14,6,sort
397,14,7,esteem
398,14,8,opt
399,14,9,pasture
400,14,10,facility
401,14,11,undertake
402,14,12,criticise
403,14,13,criterion
404,14,14,devise
405,14,15,contain
406,14,16,superior
407,14,17,rigorous
408,14,18,inhibit
409,14,19,journey
410,14,20,appearance
411,14,21,replicate
412,14,22,including
413,14,23,detect
414,14,24,civilisation
415,14,25,demand
416,14,26,resistance
417,14,27,engage
418,14,28,indicative
419,14,29,contingent
420,14,30,either
421,15,1,distinctive
422,15,2,modify
423,15,3,notable
424,15,4,reflect
425,15,5,definite
426,15,6,optimism
427,15,7,arise
428,15,8,necessarily
429,15,9,attach
430,15,10,instance
431,15,11,constant
432,15,12,incident
433,15,13,victim
434,15,14,consist
435,15,15,scatter
436,15,16,amend
437,15,17,advantage
438,15,18,effort
439,15,19,give rise to
440,15,20,prey
441,15,21,tremendous
442,15,22,optical
443,15,23,intact
444,15,24,intake
445,15,25,lay
446,15,26,apparent
447,15,27,interfere
448,15,28,subsititute
449,15,29,dull
450,15,30,release
451,16,1,activate
452,16,2,litter
453,16,3,forage
454,16,4,depending on
455,16,5,ecological
456,16,6,divide
457,16,7,estimate
458,16,8,thoroughly
459,16,9,magnificent
460,16,10,exceptional
461,16,11,valid
462,16,12,disastrous
463,16,13,absence
464,16,14,pollution
465,16,15,reproduce
466,16,16,nearly
467,16,17,discard
468,16,18,verification
469,16,19,aware
470,16,20,measure
471,16,21,component
472,16,22,sediment
473,16,23,acoustic
474,16,24,beyond
475,16,25,emit
476,16,26,afford
477,16,27,eligible
478,16,28,terrestrial
479,16,29,degraded
480,16,30,carry
481,17,1,cure
482,17,2,transform
483,17,3,devastate
484,17,4,conservative
485,17,5,devoted
486,17,6,alternative
487,17,7,fragile
488,17,8,enlarge
489,17,9,premises
490,17,10,otherwise
491,17,11,insist
492,17,12,element
493,17,13,flourish
494,17,14,delicate
495,17,15,sensible
496,17,16,overcome
497,17,17,volunteer
498,17,18,readily
499,17,19,synthetic
500,17,20,essential
501,17,21,verbal
502,17,22,plausible
503,17,23,primitive
504,17,24,transit
505,17,25,situate
506,17,26,fishery
507,17,27,discharge
508,17,28,germination
509,17,29,inclination
510,17,30,ever
511,18,1,term
512,18,2,setback
513,18,3,excavation
514,18,4,current
515,18,5,perceive
516,18,6,observe
517,18,7,reasonable
518,18,8,remove
519,18,9,conventional
520,18,10,appliance
521,18,11,stress
522,18,12,frequent
523,18,13,disclose
524,18,14,dismissive
525,18,15,frustration
526,18,16,appeal
527,18,17,freight
528,18,18,adopt
529,18,19,elusive
530,18,20,induce
531,18,21,dye
532,18,22,temporary
533,18,23,income
534,18,24,prior
535,18,25,anticipate
536,18,26,shun
537,18,27,injury
538,18,28,call for
539,18,29,apparatus
540,18,30,atmosphere
541,19,1,TempWord_541
542,19,2,TempWord_542
543,19,3,TempWord_543
544,19,4,TempWord_544
545,19,5,TempWord_545
546,19,6,TempWord_546
547,19,7,TempWord_547
548,19,8,TempWord_548
549,19,9,TempWord_549
550,19,10,TempWord_550
551,19,11,TempWord_551
552,19,12,TempWord_552
553,19,13,TempWord_553
554,19,14,TempWord_554
555,19,15,TempWord_555
556,19,16,TempWord_556
557,19,17,TempWord_557
558,19,18,TempWord_558
559,19,19,TempWord_559
560,19,20,TempWord_560
561,19,21,TempWord_561
562,19,22,TempWord_562
563,19,23,TempWord_563
564,19,24,TempWord_564
565,19,25,TempWord_565
566,19,26,TempWord_566
567,19,27,TempWord_567
568,19,28,TempWord_568
569,19,29,TempWord_569
570,19,30,TempWord_570
571,20,1,TempWord_571
572,20,2,TempWord_572
573,20,3,TempWord_573
574,20,4,TempWord_574
575,20,5,TempWord_575
576,20,6,TempWord_576
577,20,7,TempWord_577
578,20,8,TempWord_578
579,20,9,TempWord_579
580,20,10,TempWord_580
581,20,11,TempWord_581
582,20,12,TempWord_582
583,20,13,TempWord_583
584,20,14,TempWord_584
585,20,15,TempWord_585
586,20,16,TempWord_586
587,20,17,TempWord_587
588,20,18,TempWord_588
589,20,19,TempWord_589
590,20,20,TempWord_590
591,20,21,TempWord_591
592,20,22,TempWord_592
593,20,23,TempWord_593
594,20,24,TempWord_594
595,20,25,TempWord_595
596,20,26,TempWord_596
597,20,27,TempWord_597
598,20,28,TempWord_598
599,20,29,TempWord_599
600,20,30,TempWord_600
